spores,techs,locs,carriers,unit,flow_out_sum
101,wind_onshore,PRT-4_1,electricity,twh,0.00023736940685431732
101,wind_onshore,PRT-5_1,electricity,twh,0.0002177903171571989
101,wind_onshore,PRT-6_1,electricity,twh,0.00028703097297240097
101,wind_onshore,PRT-7_1,electricity,twh,0.00022509883346358208
101,wind_onshore,PRT-8_1,electricity,twh,0.00030944051373396066
101,wind_onshore,PRT-9_1,electricity,twh,0.00017220747352050082
102,battery,PRT_1,electricity,twh,0.0008388227878529697
102,battery,PRT_2,electricity,twh,1.3678546400317075
102,biofuel_boiler,PRT_1,biofuel,twh,
102,biofuel_boiler,PRT_1,heat,twh,0.0010739448356939065
102,biofuel_boiler,PRT_2,biofuel,twh,
102,biofuel_boiler,PRT_2,heat,twh,0.00040280670332050195
102,biofuel_supply,PRT_1,biofuel,twh,8.927553400444417
102,biofuel_supply,PRT_2,biofuel,twh,16.00997763344291
102,biofuel_to_diesel,PRT_1,biofuel,twh,
102,biofuel_to_diesel,PRT_1,diesel,twh,0.8929374937933086
102,biofuel_to_diesel,PRT_2,biofuel,twh,
102,biofuel_to_diesel,PRT_2,diesel,twh,0.8076270611071029
102,biofuel_to_liquids,PRT_1,biofuel,twh,
102,biofuel_to_liquids,PRT_1,diesel,twh,0.0001399720592797662
102,biofuel_to_liquids,PRT_1,electricity,twh,1.4032286644588088e-05
102,biofuel_to_liquids,PRT_1,kerosene,twh,6.910901172459634e-05
102,biofuel_to_liquids,PRT_2,biofuel,twh,
102,biofuel_to_liquids,PRT_2,diesel,twh,3.532365784567439e-05
102,biofuel_to_liquids,PRT_2,electricity,twh,3.541218831646555e-06
102,biofuel_to_liquids,PRT_2,kerosene,twh,1.7440502745859282e-05
102,biofuel_to_methane,PRT_1,biofuel,twh,
102,biofuel_to_methane,PRT_1,methane,twh,4.626204986653159
102,biofuel_to_methane,PRT_2,biofuel,twh,
102,biofuel_to_methane,PRT_2,methane,twh,5.584349823317089
102,biofuel_to_methanol,PRT_1,biofuel,twh,
102,biofuel_to_methanol,PRT_1,methanol,twh,0.5381251630971159
102,biofuel_to_methanol,PRT_2,biofuel,twh,
102,biofuel_to_methanol,PRT_2,methanol,twh,4.345399831591403
102,ccgt,PRT_1,electricity,twh,3.0736481144867856e-05
102,ccgt,PRT_1,methane,twh,
102,ccgt,PRT_2,electricity,twh,2.1387781406453076e-05
102,ccgt,PRT_2,methane,twh,
102,chp_biofuel_extraction,PRT_1,biofuel,twh,
102,chp_biofuel_extraction,PRT_1,electricity,twh,0.00021773697585301396
102,chp_biofuel_extraction,PRT_1,heat,twh,0.00034892692752369213
102,chp_biofuel_extraction,PRT_2,biofuel,twh,
102,chp_biofuel_extraction,PRT_2,electricity,twh,0.00015532743305251607
102,chp_biofuel_extraction,PRT_2,heat,twh,0.0002810483650005799
102,chp_hydrogen,PRT_1,electricity,twh,0.00014528345311693683
102,chp_hydrogen,PRT_1,heat,twh,9.513752255162347e-05
102,chp_hydrogen,PRT_1,hydrogen,twh,
102,chp_hydrogen,PRT_2,electricity,twh,0.0001473932584294357
102,chp_hydrogen,PRT_2,heat,twh,9.721466917951793e-05
102,chp_hydrogen,PRT_2,hydrogen,twh,
